keys,pt_BR,en,es,fr
ITEM_AMULETO_DESCOBERTA_DESC,"A cada 5 rounds você ganha de graça um status ou upgrade que ainda não possui (sempre no nível 1 — como ganhar 4 de ouro). Se já tiver tudo, ganha 4 de ouro no lugar.","Every 5 rounds you get a free status or upgrade you do not own yet (always at level 1 — like earning 4 gold). If you already have everything, you get 4 gold instead.","Cada 5 rondas obtienes gratis un estado o mejora que aún no tienes (siempre en nivel 1 — como ganar 4 de oro). Si ya lo tienes todo, recibes 4 de oro en su lugar.","Tous les 5 tours, vous gagnez gratuitement un statut ou une amélioration que vous n'avez pas encore (toujours au niveau 1 — comme gagner 4 d'or). Si vous avez déjà tout, vous recevez 4 d'or à la place."
ITEM_REQ_AMULETO_STATUS,Compre os 5 status diferentes na loja,Buy all 5 different stats in the shop,Compra los 5 estados diferentes en la tienda,Achetez les 5 statuts différents en boutique
ITEM_REQ_AMULETO_UPGRADES,Compre 15 upgrades diferentes na loja,Buy 15 different upgrades in the shop,Compra 15 mejoras diferentes en la tienda,Achetez 15 améliorations différentes en boutique
HUD_AMULET_DISCOVERY_TITLE,AMULETO: NOVA DESCOBERTA,AMULET: NEW DISCOVERY,AMULETO: NUEVO DESCUBRIMIENTO,AMULETTE : NOUVELLE DÉCOUVERTE
HUD_AMULET_GOLD_SUFFIX,de Ouro,Gold,de Oro,d'Or
ITEM_CHAMADO_MATILHA_NAME,Chamado da Matilha,Call of the Pack,Llamado de la Manada,Appel de la Meute
ITEM_CHAMADO_MATILHA_DESC,"Pets ficam à venda em TODA loja a partir da wave 5, em vez de só a cada 2 waves.","Pets are for sale in EVERY shop from wave 5 on, instead of only every 2 waves.","Las mascotas están a la venta en CADA tienda a partir de la oleada 5, en vez de solo cada 2 oleadas.","Les familiers sont en vente dans CHAQUE boutique à partir de la vague 5, au lieu de toutes les 2 vagues."
LEADERBOARD_MY_RUNS,Minhas runs,My runs,Mis partidas,Mes parties
HUD_REPLAY_SAVING,Gerando GIF...,Generating GIF...,Generando GIF...,Génération du GIF...
SHOP_ARCANE_GRANTED,Ouro concedido nesta run: %d,Gold granted this run: %d,Oro concedido esta partida: %d,Or accordé cette partie : %d
ITEM_BOTAS_ARISCAS_NAME,Botas Ariscas,Skittish Boots,Botas Inquietas,Bottes Farouches
ITEM_BOTAS_ARISCAS_DESC,"Suas skills de mobilidade (dash, esquiva, fenda, adrenalina) já vêm no nível 2 ao comprar ou ganhar, e têm -15% de cooldown.","Your mobility skills (dash, dodge, rift, adrenaline) come at level 2 when you buy or earn them, and have -15% cooldown.","Tus habilidades de movilidad (dash, esquiva, grieta, adrenalina) llegan al nivel 2 al comprarlas o ganarlas, y tienen -15% de enfriamiento.","Vos compétences de mobilité (dash, esquive, faille, adrénaline) arrivent au niveau 2 quand vous les achetez ou gagnez, et ont -15% de temps de recharge."
ITEM_REQ_BOTAS_ARISCAS,Use o ativo de uma skill de mobilidade 75 vezes,Use a mobility skill's active 75 times,Usa el activo de una habilidad de movilidad 75 veces,Utilisez l'actif d'une compétence de mobilité 75 fois
ITEM_PRIMAVERA_NAME,Primavera Eterna,Eternal Spring,Primavera Eterna,Printemps Éternel
ITEM_PRIMAVERA_DESC,"Ganha +1 pétala no fim de cada round (com 30% de chance de ganhar 2), e a chance de cada inimigo dropar pétala sobe para 2%.","Gain +1 petal at the end of each round (with a 30% chance of 2), and each enemy's petal drop chance rises to 2%.","Ganas +1 pétalo al final de cada ronda (con 30% de probabilidad de 2), y la probabilidad de que cada enemigo suelte pétalo sube a 2%.","Gagnez +1 pétale à la fin de chaque manche (avec 30% de chance d'en gagner 2), et la chance que chaque ennemi lâche un pétale monte à 2%."
HUD_BOTAS_L2_TITLE,NÍVEL 2 GRÁTIS!,FREE LEVEL 2!,¡NIVEL 2 GRATIS!,NIVEAU 2 GRATUIT !
ITEM_DIAMANTE_NAME,Diamante de Eulária,Eulária's Diamond,Diamante de Eulária,Diamant d'Eulária
ITEM_DIAMANTE_DESC,"No início da run, um upgrade aleatório fica turbinado a run inteira (marcado com 💎 na loja). Em troca, você não tem mais rerolls.","At run start, a random upgrade is supercharged for the whole run (marked 💎 in the shop). In exchange, you lose all rerolls.","Al inicio de la run, un upgrade aleatorio queda potenciado toda la run (marcado 💎 en la tienda). A cambio, pierdes los rerolls.","Au début de la run, une amélioration aléatoire est surchargée pour toute la run (marquée 💎 en boutique). En échange, vous perdez les rerolls."
ITEM_REQ_DIAMANTE,Passe da wave 14 sem usar nenhum reroll,Reach past wave 14 without using any reroll,Supera la oleada 14 sin usar ningún reroll,Dépassez la vague 14 sans utiliser de reroll
SHOP_DIAMANTE_DESC_PERFURACAO,💎 +30% dano perfurante e hitbox maior já no L1,💎 +30% pierce damage and bigger hitbox from L1,💎 +30% daño perforante y hitbox mayor desde L1,💎 +30% dégâts perçants et hitbox plus grande dès le N1
SHOP_DIAMANTE_DESC_MULTI_ARROW,💎 L3 vira 5 flechas; L4 dispara 10 em 360°,💎 L3 becomes 5 arrows; L4 fires 10 in 360°,💎 L3 pasa a 5 flechas; L4 dispara 10 en 360°,💎 N3 devient 5 flèches; N4 tire 10 en 360°
SHOP_DIAMANTE_DESC_DOUBLE_ARROWS,💎 +30% nas chances de flechas extras,💎 +30% extra-arrow proc chances,💎 +30% en las probabilidades de flechas extra,💎 +30% de chances de flèches bonus
SHOP_DIAMANTE_DESC_SPECTRAL_ARROW,💎 +1 espectral por nível e +10% dano,💎 +1 spectral per level and +10% damage,💎 +1 espectral por nivel y +10% daño,💎 +1 spectrale par niveau et +10% dégâts
SHOP_DIAMANTE_DESC_RICOCHET_ARROW,💎 +1 pulo por nível,💎 +1 bounce per level,💎 +1 rebote por nivel,💎 +1 rebond par niveau
SHOP_DIAMANTE_DESC_CRITICAL_CHANCE,💎 +20% de chance e +10% de dano crítico em todos os níveis,💎 +20% crit chance and +10% crit damage at all levels,💎 +20% prob. y +10% daño crítico en todos los niveles,💎 +20% chances et +10% dégâts critiques à tous les niveaux
SHOP_DIAMANTE_DESC_FIRE_ARROW,💎 +30% na queima e +40% nos rastros,💎 +30% burn and +40% trail damage,💎 +30% quemadura y +40% en los rastros,💎 +30% brûlure et +40% sur les traînées
SHOP_DIAMANTE_DESC_ICE_ARROW,💎 inimigos que morrem congelados explodem (dano+slow),💎 enemies dying frozen explode (damage+slow),💎 enemigos que mueren congelados explotan (daño+lentitud),💎 les ennemis morts gelés explosent (dégâts+ralentissement)
SHOP_DIAMANTE_DESC_CURSE_ARROW,💎 maldição com propagação infinita e decay de aliado 25s,💎 curse spreads infinitely; ally decay 25s,💎 maldición con propagación infinita; decay aliado 25s,💎 malédiction à propagation infinie; déclin allié 25s
SHOP_DIAMANTE_DESC_STONE_ARROW,💎 sem perda de alcance e +1s de stun,💎 no range penalty and +1s stun,💎 sin penalización de alcance y +1s de aturdimiento,💎 sans malus de portée et +1s d'étourdissement
SHOP_DIAMANTE_DESC_TIDE_ARROW,💎 sem o -15% de dano e +10% atk speed no L2,💎 no -15% damage penalty and +10% atk speed at L2,💎 sin el -15% de daño y +10% vel. ataque en L2,💎 sans le -15% de dégâts et +10% de cadence au N2
SHOP_DIAMANTE_DESC_CHAIN_LIGHTNING,💎 +1 alvo por nível na cadeia e no raio,💎 +1 target per level on chain and bolt,💎 +1 objetivo por nivel en cadena y rayo,💎 +1 cible par niveau sur la chaîne et l'éclair
SHOP_DIAMANTE_DESC_GRAVITON,💎 explosão já no L3 e +25% de dano no L4,💎 explosion from L3 and +25% damage at L4,💎 explosión desde L3 y +25% daño en L4,💎 explosion dès le N3 et +25% dégâts au N4
SHOP_DIAMANTE_DESC_BOOMERANG,💎 +50% dano; -30% cooldown e 6 bumerangues no L4,💎 +50% damage; -30% cooldown and 6 boomerangs at L4,💎 +50% daño; -30% enfriamiento y 6 bumeranes en L4,💎 +50% dégâts; -30% recharge et 6 boomerangs au N4
SHOP_DIAMANTE_DESC_TIGER_CLAWS,💎 +1 alvo por nível e +15% de dano,💎 +1 target per level and +15% damage,💎 +1 objetivo por nivel y +15% daño,💎 +1 cible par niveau et +15% dégâts
SHOP_DIAMANTE_DESC_DASH,💎 -30% cooldown e rastro de dano já no L1,💎 -30% cooldown and damage trail from L1,💎 -30% enfriamiento y rastro de daño desde L1,💎 -30% recharge et traînée de dégâts dès le N1
SHOP_DIAMANTE_DESC_ESQUIVANDO,💎 +30% por stack e +50% de esquiva,💎 +30% per stack and +50% dodge,💎 +30% por acumulación y +50% de evasión,💎 +30% par cumul et +50% d'esquive
SHOP_DIAMANTE_DESC_FENDA,💎 -20% cooldown e dano em área no destino,💎 -20% cooldown and AoE damage at the destination,💎 -20% enfriamiento y daño en área en el destino,💎 -20% recharge et dégâts de zone à la destination
SHOP_DIAMANTE_DESC_ADRENALINA,💎 +50% move por HP perdido e +30% atk speed na skill,💎 +50% move per missing HP and +30% atk speed on skill,💎 +50% mov. por vida perdida y +30% vel. ataque en la habilidad,💎 +50% de vitesse par PV perdu et +30% de cadence sur la compétence
SHOP_DIAMANTE_DESC_LIFE_STEAL,💎 +30% de cura; puxa corações no L3 e coração dá move speed,💎 +30% heal; pulls hearts from L3; hearts give move speed,💎 +30% curación; atrae corazones desde L3 y dan vel. mov.,💎 +30% de soin; attire les cœurs dès le N3 et donnent de la vitesse
SHOP_DIAMANTE_DESC_GOLD_MAGNET,💎 puxa moedas no L3 e +1% de drop por nível,💎 pulls coins from L3 and +1% drop per level,💎 atrae monedas desde L3 y +1% de drop por nivel,💎 attire les pièces dès le N3 et +1% de butin par niveau
SHOP_DIAMANTE_BUFF_THIS_RUN,💎 Turbinado nesta run: %s,💎 Supercharged this run: %s,💎 Potenciado esta run: %s,💎 Surchargé cette run : %s
SHOP_DIAMANTE_NO_BUFF,💎 Nenhum upgrade sorteado nesta run,💎 No upgrade rolled this run,💎 Ningún upgrade sorteado esta run,💎 Aucune amélioration tirée cette run
